,match_id,id,index,period,timestamp,minute,second,possession,off_camera,duration,related_events,under_pressure,type.id,type.name,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,tactics.formation,tactics.lineup,player.id,player.name,position.id,position.name,pass.length,pass.angle,pass.end_location,pass.aerial_won,pass.backheel,pass.switch,pass.assisted_shot_id,pass.shot_assist,pass.cut_back,pass.cross,pass.goal_assist,pass.deflected,pass.recipient.id,pass.recipient.name,pass.height.id,pass.height.name,pass.body_part.id,pass.body_part.name,pass.type.id,pass.type.name,pass.outcome.id,pass.outcome.name,ball_receipt.outcome.id,ball_receipt.outcome.name,duel.type.id,duel.type.name,duel.outcome.id,duel.outcome.name,interception.outcome.id,interception.outcome.name,dribble.overrun,dribble.outcome.id,dribble.outcome.name,foul_won.defensive,foul_won.advantage,block.offensive,block.deflection,ball_recovery.recovery_failure,shot.statsbomb_xg,shot.end_location,shot.key_pass_id,shot.freeze_frame,shot.first_time,shot.one_on_one,shot.follows_dribble,shot.technique.id,shot.technique.name,shot.type.id,shot.type.name,shot.body_part.id,shot.body_part.name,shot.outcome.id,shot.outcome.name,goalkeeper.type.id,goalkeeper.type.name,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.outcome.id,goalkeeper.outcome.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.technique.id,goalkeeper.technique.name,50_50.outcome.id,50_50.outcome.name,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,foul_committed.advantage,foul_committed.offensive,foul_committed.card.id,foul_committed.card.name,clearance.aerial_won,pass.miscommunication,pass.through_ball,foul_won.penalty,dribble.nutmeg,ball_recovery.offensive,shot.open_goal,foul_committed.penalty,foul_committed.type.id,foul_committed.type.name,shot.aerial_won,shot.deflected,injury_stoppage.in_chain,block.save_block,bad_behaviour.card.id,bad_behaviour.card.name,miscontrol.aerial_won,shot5,shot10,shot6,shot7,shot9,match_date,kick_off,home_score,away_score,stadium_name,referee_name,match_status,last_updated,data_version,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,away_team.away_team_id,away_team.away_team_name,start.x,start.y,pass.end.x,pass.end.y,match_pos,timehms,pass.speed
9,8652,630c626d-8692-44df-8feb-b41badb18b37,9,1,00:00:04.120,0,4,2,FALSE,1.013,ac5ad72e-21d9-4b5e-85fc-0ba94b7bd91d,NA,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5463,Luka Modrić,9,Right Defensive Midfield,10.440307,-1.2793396,c(45, 35),NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,Ivan Rakitić,1,Ground Pass,40,Right Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,42,45,45,35,8652_2,1544504404,10.3063247778875
10,8652,aa04739e-f75b-42df-9efc-03a2a0c07046,10,1,00:00:04.840,0,4,2,FALSE,2.08,c("ac5ad72e-21d9-4b5e-85fc-0ba94b7bd91d", "b860c5c5-e642-41e0-be39-545584473c5b"),NA,17,Pressure,785,Croatia,9,From Kick Off,796,Russia,NA,NULL,5171,Roman Zobnin,15,Left Center Midfield,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,69,39,NA,NA,8652_2,1544504404,NA
11,8652,ac5ad72e-21d9-4b5e-85fc-0ba94b7bd91d,11,1,00:00:05.132,0,5,2,FALSE,NA,c("630c626d-8692-44df-8feb-b41badb18b37", "aa04739e-f75b-42df-9efc-03a2a0c07046"),TRUE,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5470,Ivan Rakitić,11,Left Defensive Midfield,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,45,35,NA,NA,8652_2,1544504405,NA
12,8652,b860c5c5-e642-41e0-be39-545584473c5b,12,1,00:00:06.280,0,6,2,FALSE,1.36,c("aa04739e-f75b-42df-9efc-03a2a0c07046", "ca270de7-8ad3-40a8-aa1f-b7db0ef67ae6"),TRUE,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5470,Ivan Rakitić,11,Left Defensive Midfield,14.866069,-2.4037776,c(32, 24),NA,NA,NA,NA,NA,NA,NA,NA,NA,5468,Domagoj Vida,1,Ground Pass,40,Right Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,43,34,32,24,8652_2,1544504406,10.9309330882353
13,8652,ca270de7-8ad3-40a8-aa1f-b7db0ef67ae6,13,1,00:00:07.640,0,7,2,FALSE,NA,b860c5c5-e642-41e0-be39-545584473c5b,NA,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5468,Domagoj Vida,5,Left Center Back,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,32,24,NA,NA,8652_2,1544504407,NA
14,8652,876f9d23-111a-4489-a9d1-d192d782352a,14,1,00:00:09.000,0,9,2,FALSE,1.76,258d0a34-d676-4c1a-a6f5-ed56eb0cf886,NA,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5468,Domagoj Vida,5,Left Center Back,31.890438,-0.71883,c(58, 3),NA,NA,NA,NA,NA,NA,NA,NA,NA,5457,Ivan Strinić,1,Ground Pass,40,Right Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,34,24,58,3,8652_2,1544504409,18.1195670454545
15,8652,258d0a34-d676-4c1a-a6f5-ed56eb0cf886,15,1,00:00:10.760,0,10,2,FALSE,NA,876f9d23-111a-4489-a9d1-d192d782352a,NA,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5457,Ivan Strinić,6,Left Back,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,58,3,NA,NA,8652_2,1544504410,NA
16,8652,add3251b-d857-442f-9e27-fa608cfa74c2,16,1,00:00:11.293,0,11,2,FALSE,2.066,5ab15b95-91ee-4f21-a786-2a3c6d7c0c0b,NA,17,Pressure,785,Croatia,9,From Kick Off,796,Russia,NA,NULL,5182,Aleksandr Samedov,17,Right Wing,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,59,72,NA,NA,8652_2,1544504411,NA
17,8652,5ab15b95-91ee-4f21-a786-2a3c6d7c0c0b,17,1,00:00:13.040,0,13,2,FALSE,1.773,c("31af4003-6b10-4c97-9c07-099275788761", "add3251b-d857-442f-9e27-fa608cfa74c2"),TRUE,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5457,Ivan Strinić,6,Left Back,30.364452,2.8406725,c(27, 12),NA,NA,NA,NA,NA,NA,NA,NA,NA,5468,Domagoj Vida,1,Ground Pass,40,Right Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,56,3,27,12,8652_2,1544504413,17.1260304568528
18,8652,31af4003-6b10-4c97-9c07-099275788761,18,1,00:00:14.813,0,14,2,FALSE,NA,5ab15b95-91ee-4f21-a786-2a3c6d7c0c0b,NA,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5468,Domagoj Vida,5,Left Center Back,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,27,12,NA,NA,8652_2,1544504414,NA
19,8652,956c65b5-eae3-4865-9d58-918254334148,19,1,00:00:15.640,0,15,2,FALSE,2.96,9ea7f60a-5a3c-476b-8ae9-48969b4a83a0,NA,17,Pressure,785,Croatia,9,From Kick Off,796,Russia,NA,NULL,5195,Artem Dzyuba,23,Center Forward,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,105,41,NA,NA,8652_2,1544504415,NA
