,match_id,id,index,period,timestamp,minute,second,possession,off_camera,duration,related_events,under_pressure,type.id,type.name,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,tactics.formation,tactics.lineup,player.id,player.name,position.id,position.name,pass.length,pass.angle,pass.end_location,pass.aerial_won,pass.backheel,pass.switch,pass.assisted_shot_id,pass.shot_assist,pass.cut_back,pass.cross,pass.goal_assist,pass.deflected,pass.recipient.id,pass.recipient.name,pass.height.id,pass.height.name,pass.body_part.id,pass.body_part.name,pass.type.id,pass.type.name,pass.outcome.id,pass.outcome.name,ball_receipt.outcome.id,ball_receipt.outcome.name,duel.type.id,duel.type.name,duel.outcome.id,duel.outcome.name,interception.outcome.id,interception.outcome.name,dribble.overrun,dribble.outcome.id,dribble.outcome.name,foul_won.defensive,foul_won.advantage,block.offensive,block.deflection,ball_recovery.recovery_failure,shot.statsbomb_xg,shot.end_location,shot.key_pass_id,shot.freeze_frame,shot.first_time,shot.one_on_one,shot.follows_dribble,shot.technique.id,shot.technique.name,shot.type.id,shot.type.name,shot.body_part.id,shot.body_part.name,shot.outcome.id,shot.outcome.name,goalkeeper.type.id,goalkeeper.type.name,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.outcome.id,goalkeeper.outcome.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.technique.id,goalkeeper.technique.name,50_50.outcome.id,50_50.outcome.name,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,foul_committed.advantage,foul_committed.offensive,foul_committed.card.id,foul_committed.card.name,clearance.aerial_won,pass.miscommunication,pass.through_ball,foul_won.penalty,dribble.nutmeg,ball_recovery.offensive,shot.open_goal,foul_committed.penalty,foul_committed.type.id,foul_committed.type.name,shot.aerial_won,shot.deflected,injury_stoppage.in_chain,block.save_block,bad_behaviour.card.id,bad_behaviour.card.name,miscontrol.aerial_won,shot5,shot10,shot6,shot7,shot9,match_date,kick_off,home_score,away_score,stadium_name,referee_name,match_status,last_updated,data_version,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,away_team.away_team_id,away_team.away_team_name,start.x,start.y,pass.end.x,pass.end.y,match_pos,timehms,pass.speed
1,8652,902bcb93-b706-457b-abd0-815b39f386af,1,1,00:00:00.000,0,0,1,FALSE,0,NULL,NA,35,Starting XI,796,Russia,1,Regular Play,796,Russia,4231,list(jersey_number = c(1, 2, 3, 4, 13, 7, 11, 19, 17, 6, 22), player.id = c(5172, 5170, 5175, 5174, 5677, 5179, 5171, 5182, 5177, 5186, 5195), player.name = c("Igor Akinfeev", "Mário Figueira Fernandes", "Ilya Kutepov", "Sergei Ignashevich", "Fedor Kudryashov", "Daler Kuzyaev", "Roman Zobnin", "Aleksandr Samedov", "Aleksandr Golovin", "Denis Cheryshev", "Artem Dzyuba"), position.id = c(1, 2, 3, 5, 6, 13, 15, 17, 19, 21, 23), position.name = c("Goalkeeper", "Right Back", "Right Center Back", "Left Center Back", 
"Left Back", "Right Center Midfield", "Left Center Midfield", "Right Wing", "Center Attacking Midfield", "Left Wing", "Center Forward")),NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,NA,NA,NA,NA,8652_1,1544504400,NA
2,8652,25686215-389e-443b-bc63-8987b9077bc9,2,1,00:00:00.000,0,0,1,FALSE,0,NULL,NA,35,Starting XI,796,Russia,1,Regular Play,785,Croatia,4231,list(jersey_number = c(23, 2, 6, 21, 3, 10, 7, 18, 9, 4, 17), player.id = c(3444, 5461, 3471, 5468, 5457, 5463, 5470, 5465, 5460, 5474, 5472), player.name = c("Danijel Subasic", "Šime Vrsaljko", "Dejan Lovren", "Domagoj Vida", "Ivan Strinić", "Luka Modrić", "Ivan Rakitić", "Ante Rebić", "Andrej Kramarić", "Ivan Perišić", "Mario Mandžukić"), position.id = c(1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23), position.name = c("Goalkeeper", "Right Back", "Right Center Back", "Left Center Back", "Left Back", 
"Right Defensive Midfield", "Left Defensive Midfield", "Right Wing", "Center Attacking Midfield", "Left Wing", "Center Forward")),NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,NA,NA,NA,NA,8652_1,1544504400,NA
3,8652,a3cfa946-2754-4d85-a64e-8bc6768226f1,3,1,00:00:00.000,0,0,1,FALSE,8.573,00842b0a-a252-4454-8dba-27ac8e0176c4,NA,18,Half Start,796,Russia,1,Regular Play,796,Russia,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,NA,NA,NA,NA,8652_1,1544504400,NA
4,8652,00842b0a-a252-4454-8dba-27ac8e0176c4,4,1,00:00:00.000,0,0,1,FALSE,7.76,a3cfa946-2754-4d85-a64e-8bc6768226f1,NA,18,Half Start,796,Russia,1,Regular Play,785,Croatia,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,NA,NA,NA,NA,8652_1,1544504400,NA
5,8652,771c4244-2ce0-4df2-bf47-ff0c02498741,5,1,00:00:00.400,0,0,2,FALSE,0,21436a20-bbe5-44c5-bb6c-c8966a38b10f,NA,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5472,Mario Mandžukić,23,Center Forward,16.552946,-2.7049656,c(46, 34),NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,Ivan Rakitić,1,Ground Pass,40,Right Foot,65,Kick Off,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,61,41,46,34,8652_2,1544504400,Inf
6,8652,21436a20-bbe5-44c5-bb6c-c8966a38b10f,6,1,00:00:00.400,0,0,2,FALSE,NA,771c4244-2ce0-4df2-bf47-ff0c02498741,NA,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5470,Ivan Rakitić,11,Left Defensive Midfield,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,46,34,NA,NA,8652_2,1544504400,NA
7,8652,0b8cdacb-63d0-4446-ac8e-445dd4481065,7,1,00:00:02.640,0,2,2,FALSE,0.733,4f8baab3-9875-4107-a2d1-9e02a6f2cb0d,NA,30,Pass,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5470,Ivan Rakitić,11,Left Defensive Midfield,11.401754,1.8370484,c(42, 45),NA,NA,NA,NA,NA,NA,NA,NA,NA,5463,Luka Modrić,1,Ground Pass,40,Right Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,45,34,42,45,8652_2,1544504402,15.5549167803547
8,8652,4f8baab3-9875-4107-a2d1-9e02a6f2cb0d,8,1,00:00:03.373,0,3,2,FALSE,NA,0b8cdacb-63d0-4446-ac8e-445dd4481065,NA,42,Ball Receipt*,785,Croatia,9,From Kick Off,785,Croatia,NA,NULL,5463,Luka Modrić,9,Right Defensive Midfield,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-07,20:00:00.000,2,2,Olimpiyskiy Stadion Fisht,Sandro Meira Ricci,available,2018-09-08T07:33:39.356340,1.0.2,43,International,FIFA World Cup,3,2018,796,Russia,785,Croatia,42,45,NA,NA,8652_2,1544504403,NA
